DÍA;HORA;NOX;CO;HUMO
19/03/2022;2:57:00 p. m.;73;475;331
19/03/2022;2:58:00 p. m.;78;801;176
19/03/2022;2:59:00 p. m.;116;819;85
19/03/2022;3:00:00 p. m.;15;538;43
19/03/2022;3:01:00 p. m.;133;972;295
19/03/2022;3:02:00 p. m.;67;1053;362
19/03/2022;3:03:00 p. m.;80;366;298
19/03/2022;3:04:00 p. m.;12;432;184
19/03/2022;3:05:00 p. m.;144;1202;46
19/03/2022;3:06:00 p. m.;38;245;7
19/03/2022;3:07:00 p. m.;71;251;64
19/03/2022;3:08:00 p. m.;98;1126;201
19/03/2022;3:09:00 p. m.;17;1204;62
19/03/2022;3:10:00 p. m.;41;1249;171
19/03/2022;3:11:00 p. m.;93;28;353
19/03/2022;3:12:00 p. m.;28;184;113
19/03/2022;3:13:00 p. m.;131;761;236
19/03/2022;3:14:00 p. m.;39;469;202
19/03/2022;3:15:00 p. m.;41;462;59
19/03/2022;3:16:00 p. m.;38;424;421
19/03/2022;3:17:00 p. m.;0;1016;290
19/03/2022;3:18:00 p. m.;65;197;391
19/03/2022;3:19:00 p. m.;46;43;366
19/03/2022;3:20:00 p. m.;152;1094;174
19/03/2022;3:21:00 p. m.;13;52;293
19/03/2022;3:22:00 p. m.;123;467;139
19/03/2022;3:23:00 p. m.;130;240;300
19/03/2022;3:24:00 p. m.;119;784;402
19/03/2022;3:25:00 p. m.;113;428;211
19/03/2022;3:26:00 p. m.;91;663;60
19/03/2022;3:27:00 p. m.;39;68;345
19/03/2022;3:28:00 p. m.;143;1088;419
19/03/2022;3:29:00 p. m.;73;510;81
19/03/2022;3:30:00 p. m.;89;819;393
19/03/2022;3:31:00 p. m.;63;406;228
19/03/2022;3:32:00 p. m.;87;512;254
19/03/2022;3:33:00 p. m.;122;993;290
19/03/2022;3:34:00 p. m.;139;1216;283
19/03/2022;3:35:00 p. m.;4;106;241
19/03/2022;3:36:00 p. m.;89;82;3
19/03/2022;3:37:00 p. m.;84;669;364
19/03/2022;3:38:00 p. m.;103;436;155
19/03/2022;3:39:00 p. m.;137;80;151
19/03/2022;3:40:00 p. m.;128;608;423
19/03/2022;3:41:00 p. m.;73;690;186
19/03/2022;3:42:00 p. m.;33;710;307
19/03/2022;3:43:00 p. m.;31;393;243
19/03/2022;3:44:00 p. m.;68;279;91
19/03/2022;3:45:00 p. m.;143;591;107
19/03/2022;3:46:00 p. m.;67;648;241
19/03/2022;3:47:00 p. m.;100;347;274
19/03/2022;3:48:00 p. m.;38;594;125
19/03/2022;3:49:00 p. m.;117;297;31
19/03/2022;3:50:00 p. m.;78;857;5
19/03/2022;3:51:00 p. m.;68;480;313
19/03/2022;3:52:00 p. m.;37;759;92
19/03/2022;3:53:00 p. m.;37;870;95
19/03/2022;3:54:00 p. m.;0;418;315
19/03/2022;3:55:00 p. m.;143;304;47
19/03/2022;3:56:00 p. m.;86;871;103
19/03/2022;3:57:00 p. m.;2;380;304
19/03/2022;3:58:00 p. m.;63;1160;99
19/03/2022;3:59:00 p. m.;96;297;429
19/03/2022;4:00:00 p. m.;107;1012;221
19/03/2022;4:01:00 p. m.;128;246;367
19/03/2022;4:02:00 p. m.;74;817;360
19/03/2022;4:03:00 p. m.;128;1055;48
19/03/2022;4:04:00 p. m.;26;163;92
19/03/2022;4:05:00 p. m.;31;1134;77
19/03/2022;4:06:00 p. m.;94;576;403
19/03/2022;4:07:00 p. m.;51;1063;140
19/03/2022;4:08:00 p. m.;111;787;159
19/03/2022;4:09:00 p. m.;9;1006;104
19/03/2022;4:10:00 p. m.;41;495;396
19/03/2022;4:11:00 p. m.;19;895;295
19/03/2022;4:12:00 p. m.;115;36;14
19/03/2022;4:13:00 p. m.;48;1148;283
19/03/2022;4:14:00 p. m.;144;523;48
19/03/2022;4:15:00 p. m.;27;280;389
19/03/2022;4:16:00 p. m.;44;848;430
19/03/2022;4:17:00 p. m.;59;187;168
19/03/2022;4:18:00 p. m.;0;0;0
19/03/2022;4:19:00 p. m.;0;0;0
19/03/2022;4:20:00 p. m.;0;0;0
19/03/2022;4:21:00 p. m.;0;0;0
19/03/2022;4:22:00 p. m.;0;0;0
19/03/2022;4:23:00 p. m.;0;0;0
19/03/2022;4:24:00 p. m.;0;0;0
19/03/2022;4:25:00 p. m.;0;0;0
19/03/2022;4:26:00 p. m.;0;0;0
19/03/2022;4:27:00 p. m.;0;0;0
19/03/2022;4:28:00 p. m.;0;0;0
19/03/2022;4:29:00 p. m.;0;0;0
19/03/2022;4:30:00 p. m.;0;0;0
19/03/2022;4:31:00 p. m.;0;0;0
19/03/2022;4:32:00 p. m.;0;0;0
19/03/2022;4:33:00 p. m.;0;0;0
19/03/2022;4:34:00 p. m.;0;0;0
19/03/2022;4:35:00 p. m.;0;0;0
19/03/2022;4:36:00 p. m.;0;0;0
19/03/2022;4:37:00 p. m.;0;0;0
19/03/2022;4:38:00 p. m.;0;0;0
19/03/2022;4:39:00 p. m.;0;0;0
19/03/2022;4:40:00 p. m.;0;0;0
19/03/2022;4:41:00 p. m.;0;0;0
19/03/2022;4:42:00 p. m.;0;0;0
19/03/2022;4:43:00 p. m.;0;0;0
19/03/2022;4:44:00 p. m.;0;0;0
19/03/2022;4:45:00 p. m.;0;0;0
19/03/2022;4:46:00 p. m.;0;0;0
19/03/2022;4:47:00 p. m.;0;0;0
19/03/2022;4:48:00 p. m.;0;0;0
19/03/2022;4:49:00 p. m.;0;0;0
19/03/2022;4:50:00 p. m.;0;0;0
19/03/2022;4:51:00 p. m.;0;0;0
19/03/2022;4:52:00 p. m.;0;0;0
19/03/2022;4:53:00 p. m.;0;0;0
19/03/2022;4:54:00 p. m.;0;0;0
19/03/2022;4:55:00 p. m.;0;0;0
19/03/2022;4:56:00 p. m.;0;0;0
19/03/2022;4:57:00 p. m.;0;0;0
19/03/2022;4:58:00 p. m.;0;0;0
19/03/2022;4:59:00 p. m.;0;0;0
19/03/2022;5:00:00 p. m.;0;0;0
19/03/2022;5:01:00 p. m.;0;0;0
19/03/2022;5:02:00 p. m.;0;0;0
19/03/2022;5:03:00 p. m.;0;0;0
19/03/2022;5:04:00 p. m.;0;0;0
19/03/2022;5:05:00 p. m.;0;0;0
19/03/2022;5:06:00 p. m.;0;0;0
19/03/2022;5:07:00 p. m.;0;0;0
19/03/2022;5:08:00 p. m.;0;0;0
19/03/2022;5:09:00 p. m.;0;0;0
19/03/2022;5:10:00 p. m.;0;0;0
19/03/2022;5:11:00 p. m.;133;606;262
19/03/2022;5:12:00 p. m.;44;544;128
19/03/2022;5:13:00 p. m.;47;2;399
19/03/2022;5:14:00 p. m.;153;1190;343
19/03/2022;5:15:00 p. m.;92;631;125
19/03/2022;5:16:00 p. m.;17;477;249
19/03/2022;5:17:00 p. m.;21;337;335
19/03/2022;5:18:00 p. m.;49;1137;418
19/03/2022;5:19:00 p. m.;24;656;416
19/03/2022;5:20:00 p. m.;69;915;411
19/03/2022;5:21:00 p. m.;153;632;190
19/03/2022;5:22:00 p. m.;84;540;301
19/03/2022;5:23:00 p. m.;97;818;255
19/03/2022;5:24:00 p. m.;112;104;380
19/03/2022;5:25:00 p. m.;154;1175;62
19/03/2022;5:26:00 p. m.;107;596;5
19/03/2022;5:27:00 p. m.;91;517;65
19/03/2022;5:28:00 p. m.;128;144;356
19/03/2022;5:29:00 p. m.;88;101;121
19/03/2022;5:30:00 p. m.;86;345;1
19/03/2022;5:31:00 p. m.;32;748;18
19/03/2022;5:32:00 p. m.;87;492;34
19/03/2022;5:33:00 p. m.;43;259;192
19/03/2022;5:34:00 p. m.;125;909;256
19/03/2022;5:35:00 p. m.;68;299;406
19/03/2022;5:36:00 p. m.;26;148;18
19/03/2022;5:37:00 p. m.;10;927;147
19/03/2022;5:38:00 p. m.;0;74;105
19/03/2022;5:39:00 p. m.;94;624;171
19/03/2022;5:40:00 p. m.;60;425;426
19/03/2022;5:41:00 p. m.;81;912;39
19/03/2022;5:42:00 p. m.;95;463;291
19/03/2022;5:43:00 p. m.;33;766;35
19/03/2022;5:44:00 p. m.;80;99;357
19/03/2022;5:45:00 p. m.;77;208;187
19/03/2022;5:46:00 p. m.;70;348;191
19/03/2022;5:47:00 p. m.;80;678;138
19/03/2022;5:48:00 p. m.;111;168;309
19/03/2022;5:49:00 p. m.;70;365;145
19/03/2022;5:50:00 p. m.;103;748;13
19/03/2022;5:51:00 p. m.;40;22;271
19/03/2022;5:52:00 p. m.;53;966;152
19/03/2022;5:53:00 p. m.;4;1078;40
19/03/2022;5:54:00 p. m.;71;528;295
19/03/2022;5:55:00 p. m.;88;668;72
19/03/2022;5:56:00 p. m.;71;849;4
19/03/2022;5:57:00 p. m.;126;132;140
19/03/2022;5:58:00 p. m.;154;260;202
19/03/2022;5:59:00 p. m.;12;438;431
19/03/2022;6:00:00 p. m.;0;0;0
19/03/2022;6:00:00 a. m.;0;0;0
20/03/2022;6:00:00 a. m.;0;0;0
20/03/2022;6:01:00 a. m.;0;0;0
20/03/2022;6:02:00 a. m.;0;0;0
20/03/2022;6:03:00 a. m.;0;0;0
20/03/2022;6:04:00 a. m.;0;0;0
20/03/2022;6:05:00 a. m.;0;0;0
20/03/2022;6:06:00 a. m.;0;0;0
20/03/2022;6:07:00 a. m.;0;0;0
20/03/2022;6:08:00 a. m.;0;0;0
20/03/2022;6:09:00 a. m.;0;0;0
20/03/2022;6:10:00 a. m.;0;0;0
20/03/2022;6:11:00 a. m.;0;0;0
20/03/2022;6:12:00 a. m.;0;0;0
20/03/2022;6:13:00 a. m.;0;0;0
20/03/2022;6:14:00 a. m.;0;0;0
20/03/2022;6:15:00 a. m.;0;0;0
20/03/2022;6:16:00 a. m.;0;0;0
20/03/2022;6:17:00 a. m.;0;0;0
20/03/2022;6:18:00 a. m.;0;0;0
20/03/2022;6:19:00 a. m.;0;0;0
20/03/2022;6:20:00 a. m.;0;0;0
20/03/2022;6:21:00 a. m.;0;0;0
20/03/2022;6:22:00 a. m.;0;0;0
20/03/2022;6:23:00 a. m.;0;0;0
20/03/2022;6:24:00 a. m.;0;0;0
20/03/2022;6:25:00 a. m.;0;0;0
20/03/2022;6:26:00 a. m.;0;0;0
20/03/2022;6:27:00 a. m.;0;0;0
20/03/2022;6:28:00 a. m.;0;0;0
20/03/2022;6:29:00 a. m.;0;0;0
20/03/2022;6:30:00 a. m.;0;0;0
20/03/2022;6:31:00 a. m.;0;0;0
20/03/2022;6:32:00 a. m.;0;0;0
20/03/2022;6:33:00 a. m.;0;0;0
20/03/2022;6:34:00 a. m.;0;0;0
20/03/2022;6:35:00 a. m.;0;0;0
20/03/2022;6:36:00 a. m.;0;0;0
20/03/2022;6:37:00 a. m.;0;0;0
20/03/2022;6:38:00 a. m.;0;0;0
20/03/2022;6:39:00 a. m.;0;0;0
20/03/2022;6:40:00 a. m.;0;0;0
20/03/2022;6:41:00 a. m.;0;0;0
20/03/2022;6:42:00 a. m.;0;0;0
20/03/2022;6:43:00 a. m.;0;0;0
20/03/2022;6:44:00 a. m.;0;0;0
20/03/2022;6:45:00 a. m.;0;0;0
20/03/2022;6:46:00 a. m.;0;0;0
20/03/2022;6:47:00 a. m.;0;0;0
20/03/2022;6:48:00 a. m.;0;0;0
20/03/2022;6:49:00 a. m.;0;0;0
20/03/2022;6:50:00 a. m.;0;0;0
20/03/2022;6:51:00 a. m.;0;0;0
20/03/2022;6:52:00 a. m.;0;0;0
20/03/2022;6:53:00 a. m.;0;0;0
20/03/2022;6:54:00 a. m.;0;0;0
20/03/2022;6:55:00 a. m.;0;0;0
20/03/2022;6:56:00 a. m.;0;0;0
20/03/2022;6:57:00 a. m.;43;341;272
20/03/2022;6:58:00 a. m.;109;601;194
20/03/2022;6:59:00 a. m.;3;23;57
20/03/2022;7:00:00 a. m.;115;841;315
20/03/2022;7:01:00 a. m.;49;1152;107
20/03/2022;7:02:00 a. m.;60;787;341
20/03/2022;7:03:00 a. m.;9;693;130
20/03/2022;7:04:00 a. m.;93;478;361
20/03/2022;7:05:00 a. m.;53;419;49
20/03/2022;7:06:00 a. m.;118;1242;200
20/03/2022;7:07:00 a. m.;103;416;348
20/03/2022;7:08:00 a. m.;151;503;419
20/03/2022;7:09:00 a. m.;24;1239;249
20/03/2022;7:10:00 a. m.;102;1050;196
20/03/2022;7:11:00 a. m.;71;451;94
20/03/2022;7:12:00 a. m.;29;75;3
20/03/2022;7:13:00 a. m.;66;754;315
20/03/2022;7:14:00 a. m.;66;86;399
20/03/2022;7:15:00 a. m.;3;47;157
20/03/2022;7:16:00 a. m.;45;23;259
20/03/2022;7:17:00 a. m.;42;844;31
20/03/2022;7:18:00 a. m.;142;382;392
20/03/2022;7:19:00 a. m.;146;360;113
20/03/2022;7:20:00 a. m.;75;436;392
20/03/2022;7:21:00 a. m.;10;250;242
20/03/2022;7:22:00 a. m.;39;1048;249
20/03/2022;7:23:00 a. m.;103;973;153
20/03/2022;7:24:00 a. m.;120;1068;47
20/03/2022;7:25:00 a. m.;0;1115;397
20/03/2022;7:26:00 a. m.;78;165;211
20/03/2022;7:27:00 a. m.;10;231;189
20/03/2022;7:28:00 a. m.;145;251;41
20/03/2022;7:29:00 a. m.;68;943;80
20/03/2022;7:30:00 a. m.;24;478;92
20/03/2022;7:31:00 a. m.;7;1107;112
20/03/2022;7:32:00 a. m.;132;1117;178
20/03/2022;7:33:00 a. m.;147;414;164
20/03/2022;7:34:00 a. m.;30;1029;308
20/03/2022;7:35:00 a. m.;136;180;116
20/03/2022;7:36:00 a. m.;10;556;57
20/03/2022;7:37:00 a. m.;0;934;306
20/03/2022;7:38:00 a. m.;48;483;173
20/03/2022;7:39:00 a. m.;28;358;310
20/03/2022;7:40:00 a. m.;146;431;196
20/03/2022;7:41:00 a. m.;77;1208;151
20/03/2022;7:42:00 a. m.;80;706;223
20/03/2022;7:43:00 a. m.;92;193;194
20/03/2022;7:44:00 a. m.;110;139;216
20/03/2022;7:45:00 a. m.;144;799;254
20/03/2022;7:46:00 a. m.;85;138;397
20/03/2022;7:47:00 a. m.;90;1031;288
20/03/2022;7:48:00 a. m.;3;373;255
20/03/2022;7:49:00 a. m.;79;853;131
20/03/2022;7:50:00 a. m.;41;1232;287
20/03/2022;7:51:00 a. m.;86;282;281
20/03/2022;7:52:00 a. m.;145;112;416
20/03/2022;7:53:00 a. m.;148;114;418
20/03/2022;7:54:00 a. m.;72;68;237
20/03/2022;7:55:00 a. m.;97;177;208
20/03/2022;7:56:00 a. m.;45;1197;84
20/03/2022;7:57:00 a. m.;148;766;322
20/03/2022;7:58:00 a. m.;56;1201;156
20/03/2022;7:59:00 a. m.;142;656;139
20/03/2022;8:00:00 a. m.;142;1224;98
20/03/2022;8:01:00 a. m.;135;93;126
20/03/2022;8:02:00 a. m.;1;791;58
20/03/2022;8:03:00 a. m.;27;468;214
20/03/2022;8:04:00 a. m.;28;1038;201
20/03/2022;8:05:00 a. m.;63;364;343
20/03/2022;8:06:00 a. m.;35;556;66
20/03/2022;8:07:00 a. m.;108;1250;44
20/03/2022;8:08:00 a. m.;47;113;214
20/03/2022;8:09:00 a. m.;108;978;350
20/03/2022;8:10:00 a. m.;1;726;369
20/03/2022;8:11:00 a. m.;96;702;295
20/03/2022;8:12:00 a. m.;136;375;170
20/03/2022;8:13:00 a. m.;149;864;1
20/03/2022;8:14:00 a. m.;106;149;137
20/03/2022;8:15:00 a. m.;45;812;81
20/03/2022;8:16:00 a. m.;2;135;227
20/03/2022;8:17:00 a. m.;96;348;291
20/03/2022;8:18:00 a. m.;93;115;207
20/03/2022;8:19:00 a. m.;81;141;91
20/03/2022;8:20:00 a. m.;150;1053;286
20/03/2022;8:21:00 a. m.;6;659;398
20/03/2022;8:22:00 a. m.;32;741;248
20/03/2022;8:23:00 a. m.;102;864;50
20/03/2022;8:24:00 a. m.;143;946;352
20/03/2022;8:25:00 a. m.;106;990;305
20/03/2022;8:26:00 a. m.;100;1018;357
20/03/2022;8:27:00 a. m.;137;735;235
20/03/2022;8:28:00 a. m.;24;1101;364
20/03/2022;8:29:00 a. m.;96;682;12
20/03/2022;8:30:00 a. m.;39;472;98
20/03/2022;8:31:00 a. m.;146;285;135
20/03/2022;8:32:00 a. m.;132;182;122
20/03/2022;8:33:00 a. m.;21;1182;332
20/03/2022;8:34:00 a. m.;132;315;29
20/03/2022;8:35:00 a. m.;126;1211;403
20/03/2022;8:36:00 a. m.;132;695;108
20/03/2022;8:37:00 a. m.;12;572;139
20/03/2022;8:38:00 a. m.;35;298;71
20/03/2022;8:39:00 a. m.;103;868;311
20/03/2022;8:40:00 a. m.;52;747;65
20/03/2022;8:41:00 a. m.;18;583;241
20/03/2022;8:42:00 a. m.;133;374;17
20/03/2022;8:43:00 a. m.;151;495;74
20/03/2022;8:44:00 a. m.;139;564;377
20/03/2022;8:45:00 a. m.;20;1228;173
20/03/2022;8:46:00 a. m.;103;1133;12
20/03/2022;8:47:00 a. m.;152;963;382
20/03/2022;8:48:00 a. m.;41;947;418
20/03/2022;8:49:00 a. m.;93;1022;119
20/03/2022;8:50:00 a. m.;5;395;148
20/03/2022;8:51:00 a. m.;121;524;302
20/03/2022;8:52:00 a. m.;112;837;317
20/03/2022;8:53:00 a. m.;101;386;246
20/03/2022;8:54:00 a. m.;3;366;172
20/03/2022;8:55:00 a. m.;58;50;186
20/03/2022;8:56:00 a. m.;131;347;121
20/03/2022;8:57:00 a. m.;22;606;223
20/03/2022;8:58:00 a. m.;73;862;364
20/03/2022;8:59:00 a. m.;124;721;398
20/03/2022;9:00:00 a. m.;134;35;158
20/03/2022;9:01:00 a. m.;130;1021;53
20/03/2022;9:02:00 a. m.;59;723;390
20/03/2022;9:03:00 a. m.;47;544;130
20/03/2022;9:04:00 a. m.;0;0;0
20/03/2022;9:05:00 a. m.;0;0;0
20/03/2022;9:06:00 a. m.;0;0;0
20/03/2022;9:07:00 a. m.;0;0;0
20/03/2022;9:08:00 a. m.;0;0;0
20/03/2022;9:09:00 a. m.;0;0;0
20/03/2022;9:10:00 a. m.;0;0;0
20/03/2022;9:11:00 a. m.;0;0;0
20/03/2022;9:12:00 a. m.;0;0;0
20/03/2022;9:13:00 a. m.;0;0;0
20/03/2022;9:14:00 a. m.;0;0;0
20/03/2022;9:15:00 a. m.;0;0;0
20/03/2022;9:16:00 a. m.;0;0;0
20/03/2022;9:17:00 a. m.;0;0;0
20/03/2022;9:18:00 a. m.;0;0;0
20/03/2022;9:19:00 a. m.;0;0;0
20/03/2022;9:20:00 a. m.;0;0;0
20/03/2022;9:21:00 a. m.;0;0;0
20/03/2022;9:22:00 a. m.;0;0;0
20/03/2022;9:23:00 a. m.;0;0;0
20/03/2022;9:24:00 a. m.;0;0;0
20/03/2022;9:25:00 a. m.;0;0;0
20/03/2022;9:26:00 a. m.;0;0;0
20/03/2022;9:27:00 a. m.;0;0;0
20/03/2022;9:28:00 a. m.;0;0;0
20/03/2022;9:29:00 a. m.;0;0;0
20/03/2022;9:30:00 a. m.;0;0;0
20/03/2022;9:31:00 a. m.;0;0;0
20/03/2022;9:32:00 a. m.;0;0;0
20/03/2022;9:33:00 a. m.;0;0;0
20/03/2022;9:34:00 a. m.;0;0;0
20/03/2022;9:35:00 a. m.;0;0;0
20/03/2022;9:36:00 a. m.;0;0;0
20/03/2022;9:37:00 a. m.;0;0;0
20/03/2022;9:38:00 a. m.;0;0;0
20/03/2022;9:39:00 a. m.;0;0;0
20/03/2022;9:40:00 a. m.;0;0;0
20/03/2022;9:41:00 a. m.;0;0;0
20/03/2022;9:42:00 a. m.;0;0;0
20/03/2022;9:43:00 a. m.;0;0;0
20/03/2022;9:44:00 a. m.;0;0;0
20/03/2022;9:45:00 a. m.;0;0;0
20/03/2022;9:46:00 a. m.;0;0;0
20/03/2022;9:47:00 a. m.;0;0;0
20/03/2022;9:48:00 a. m.;0;0;0
20/03/2022;9:49:00 a. m.;0;0;0
20/03/2022;9:50:00 a. m.;0;0;0
20/03/2022;9:51:00 a. m.;0;0;0
20/03/2022;9:52:00 a. m.;0;0;0
20/03/2022;9:53:00 a. m.;0;0;0
20/03/2022;9:54:00 a. m.;0;0;0
20/03/2022;9:55:00 a. m.;0;0;0
20/03/2022;9:56:00 a. m.;0;0;0
20/03/2022;9:57:00 a. m.;0;0;0
20/03/2022;9:58:00 a. m.;0;0;0
20/03/2022;9:59:00 a. m.;0;0;0
20/03/2022;10:00:00 a. m.;0;0;0
20/03/2022;10:01:00 a. m.;0;0;0
20/03/2022;10:02:00 a. m.;0;0;0
20/03/2022;10:03:00 a. m.;105;620;362
20/03/2022;10:04:00 a. m.;29;783;61
20/03/2022;10:05:00 a. m.;106;365;314
20/03/2022;10:06:00 a. m.;17;486;80
20/03/2022;10:07:00 a. m.;8;1187;74
20/03/2022;10:08:00 a. m.;148;1201;76
20/03/2022;10:09:00 a. m.;106;370;28
20/03/2022;10:10:00 a. m.;8;822;310
20/03/2022;10:11:00 a. m.;118;602;109
20/03/2022;10:12:00 a. m.;9;687;110
20/03/2022;10:13:00 a. m.;28;1219;85
20/03/2022;10:14:00 a. m.;108;1213;364
20/03/2022;10:15:00 a. m.;100;559;410
20/03/2022;10:16:00 a. m.;151;341;158
20/03/2022;10:17:00 a. m.;98;767;426
20/03/2022;10:18:00 a. m.;71;777;275
20/03/2022;10:19:00 a. m.;9;682;86
20/03/2022;10:20:00 a. m.;109;28;195
20/03/2022;10:21:00 a. m.;107;310;153
20/03/2022;10:22:00 a. m.;109;1249;87
20/03/2022;10:23:00 a. m.;119;399;51
20/03/2022;10:24:00 a. m.;97;909;128
20/03/2022;10:25:00 a. m.;126;732;387
20/03/2022;10:26:00 a. m.;19;891;129
20/03/2022;10:27:00 a. m.;20;694;5
20/03/2022;10:28:00 a. m.;132;7;414
20/03/2022;10:29:00 a. m.;60;105;2
20/03/2022;10:30:00 a. m.;65;557;66
20/03/2022;10:31:00 a. m.;98;273;386
20/03/2022;10:32:00 a. m.;121;406;193
20/03/2022;10:33:00 a. m.;44;28;280
20/03/2022;10:34:00 a. m.;37;709;356
20/03/2022;10:35:00 a. m.;102;686;178
20/03/2022;10:36:00 a. m.;70;410;418
20/03/2022;10:37:00 a. m.;107;337;164
20/03/2022;10:38:00 a. m.;142;417;367
20/03/2022;10:39:00 a. m.;76;996;286
20/03/2022;10:40:00 a. m.;99;606;91
20/03/2022;10:41:00 a. m.;145;1021;59
20/03/2022;10:42:00 a. m.;135;715;101
20/03/2022;10:43:00 a. m.;52;1040;266
20/03/2022;10:44:00 a. m.;14;1132;243
20/03/2022;10:45:00 a. m.;116;1087;169
20/03/2022;10:46:00 a. m.;9;603;402
20/03/2022;10:47:00 a. m.;88;1145;111
20/03/2022;10:48:00 a. m.;104;273;130
20/03/2022;10:49:00 a. m.;3;655;348
20/03/2022;10:50:00 a. m.;106;116;130
20/03/2022;10:51:00 a. m.;45;352;143
20/03/2022;10:52:00 a. m.;31;423;35
20/03/2022;10:53:00 a. m.;103;1092;341
20/03/2022;10:54:00 a. m.;114;916;137
20/03/2022;10:55:00 a. m.;28;647;378
20/03/2022;10:56:00 a. m.;19;694;137
20/03/2022;10:57:00 a. m.;152;749;370
20/03/2022;10:58:00 a. m.;18;324;147
20/03/2022;10:59:00 a. m.;13;300;264
20/03/2022;11:00:00 a. m.;132;526;307
20/03/2022;11:01:00 a. m.;55;377;137
20/03/2022;11:02:00 a. m.;125;729;50
20/03/2022;11:03:00 a. m.;74;1186;345
20/03/2022;11:04:00 a. m.;29;584;282
20/03/2022;11:05:00 a. m.;17;206;54
20/03/2022;11:06:00 a. m.;73;173;338
20/03/2022;11:07:00 a. m.;144;288;314
20/03/2022;11:08:00 a. m.;69;836;124
20/03/2022;11:09:00 a. m.;145;83;418
20/03/2022;11:10:00 a. m.;88;20;417
20/03/2022;11:11:00 a. m.;61;876;420
20/03/2022;11:12:00 a. m.;124;1163;22
20/03/2022;11:13:00 a. m.;140;1109;413
20/03/2022;11:14:00 a. m.;45;9;261
20/03/2022;11:15:00 a. m.;78;557;397
20/03/2022;11:16:00 a. m.;27;755;120
20/03/2022;11:17:00 a. m.;48;185;339
20/03/2022;11:18:00 a. m.;143;1047;120
20/03/2022;11:19:00 a. m.;43;257;61
20/03/2022;11:20:00 a. m.;93;421;161
20/03/2022;11:21:00 a. m.;59;1058;114
20/03/2022;11:22:00 a. m.;16;576;259
20/03/2022;11:23:00 a. m.;116;1152;342
20/03/2022;11:24:00 a. m.;101;44;294
20/03/2022;11:25:00 a. m.;18;1200;389
20/03/2022;11:26:00 a. m.;51;102;294
20/03/2022;11:27:00 a. m.;30;67;382
20/03/2022;11:28:00 a. m.;40;783;16
20/03/2022;11:29:00 a. m.;52;586;56
20/03/2022;11:30:00 a. m.;84;394;30
20/03/2022;11:31:00 a. m.;79;1193;421
20/03/2022;11:32:00 a. m.;79;91;28
20/03/2022;11:33:00 a. m.;127;46;405
20/03/2022;11:34:00 a. m.;88;77;20
20/03/2022;11:35:00 a. m.;147;130;398
20/03/2022;11:36:00 a. m.;41;239;191
20/03/2022;11:37:00 a. m.;54;4;344
20/03/2022;11:38:00 a. m.;123;317;59
20/03/2022;11:39:00 a. m.;0;1051;50
20/03/2022;11:40:00 a. m.;63;1122;166
20/03/2022;11:41:00 a. m.;115;794;134
20/03/2022;11:42:00 a. m.;135;1238;302
20/03/2022;11:43:00 a. m.;66;1097;273
20/03/2022;11:44:00 a. m.;144;748;109
20/03/2022;11:45:00 a. m.;146;348;249
20/03/2022;11:46:00 a. m.;4;15;174
20/03/2022;11:47:00 a. m.;61;573;226
20/03/2022;11:48:00 a. m.;10;354;136
20/03/2022;11:49:00 a. m.;131;1207;186
20/03/2022;11:50:00 a. m.;65;955;107
20/03/2022;11:51:00 a. m.;37;1195;401
20/03/2022;11:52:00 a. m.;19;1001;242
20/03/2022;11:53:00 a. m.;106;183;410
20/03/2022;11:54:00 a. m.;91;299;19
20/03/2022;11:55:00 a. m.;52;158;214
20/03/2022;11:56:00 a. m.;60;515;413
20/03/2022;11:57:00 a. m.;116;27;201
20/03/2022;11:58:00 a. m.;65;1221;117
20/03/2022;11:59:00 a. m.;67;1132;112
20/03/2022;12:00:00 p. m.;4;323;176
20/03/2022;12:01:00 p. m.;39;658;60
20/03/2022;12:02:00 p. m.;50;402;236
20/03/2022;12:03:00 p. m.;117;801;310
20/03/2022;12:04:00 p. m.;117;1197;130
20/03/2022;12:05:00 p. m.;54;198;194
20/03/2022;12:06:00 p. m.;51;1194;177
20/03/2022;12:07:00 p. m.;68;1194;179
20/03/2022;12:08:00 p. m.;13;381;260
20/03/2022;12:09:00 p. m.;83;410;323
20/03/2022;12:10:00 p. m.;118;1045;59
20/03/2022;12:11:00 p. m.;10;417;5
20/03/2022;12:12:00 p. m.;11;116;20
20/03/2022;12:13:00 p. m.;56;272;326
20/03/2022;12:14:00 p. m.;77;513;159
20/03/2022;12:15:00 p. m.;102;194;106
20/03/2022;12:16:00 p. m.;143;711;139
20/03/2022;12:17:00 p. m.;119;263;229
20/03/2022;12:18:00 p. m.;77;97;175
20/03/2022;12:19:00 p. m.;18;1097;172
20/03/2022;12:20:00 p. m.;7;421;109
20/03/2022;12:21:00 p. m.;110;133;75
20/03/2022;12:22:00 p. m.;143;631;12
20/03/2022;12:23:00 p. m.;31;126;53
20/03/2022;12:24:00 p. m.;139;1175;320
20/03/2022;12:25:00 p. m.;71;21;45
20/03/2022;12:26:00 p. m.;75;99;405
20/03/2022;12:27:00 p. m.;86;84;107
20/03/2022;12:28:00 p. m.;89;587;383
20/03/2022;12:29:00 p. m.;98;327;58
20/03/2022;12:30:00 p. m.;62;981;345
20/03/2022;12:31:00 p. m.;56;1029;173
20/03/2022;12:32:00 p. m.;26;206;197
20/03/2022;12:33:00 p. m.;129;613;314
